,number_of_a,number_of_b,number_of_used_a,number_of_used_b,status,Total cost
1430,28,30,13,0,Optimal,1198540
1431,28,31,13,0,Optimal,1198540
1432,28,32,13,0,Optimal,1198540
1433,28,33,13,0,Optimal,1198540
1434,28,34,13,0,Optimal,1198540
1435,28,35,13,0,Optimal,1198540
1436,28,36,13,0,Optimal,1198540
1437,28,37,13,0,Optimal,1198540
1438,28,38,13,0,Optimal,1198540
1439,28,39,13,0,Optimal,1198540
1440,28,40,13,0,Optimal,1198540
1441,28,41,13,0,Optimal,1198540
1442,28,42,13,0,Optimal,1198540
1443,28,43,13,0,Optimal,1198540
1444,28,44,13,0,Optimal,1198540
1445,28,45,13,0,Optimal,1198540
1446,28,46,13,0,Optimal,1198540
1447,28,47,13,0,Optimal,1198540
1448,28,48,13,0,Optimal,1198540
1449,28,49,13,0,Optimal,1198540
1450,29,0,13,0,Optimal,1198540
1451,29,1,13,0,Optimal,1198540
1452,29,2,13,0,Optimal,1198540
1453,29,3,13,0,Optimal,1198540
1454,29,4,13,0,Optimal,1198540
1455,29,5,13,0,Optimal,1198540
1456,29,6,13,0,Optimal,1198540
1457,29,7,13,0,Optimal,1198540
1458,29,8,13,0,Optimal,1198540
1459,29,9,13,0,Optimal,1198540
1460,29,10,13,0,Optimal,1198540
1461,29,11,13,0,Optimal,1198540
1462,29,12,13,0,Optimal,1198540
1463,29,13,13,0,Optimal,1198540
1464,29,14,13,0,Optimal,1198540
1465,29,15,13,0,Optimal,1198540
1466,29,16,13,0,Optimal,1198540
1467,29,17,13,0,Optimal,1198540
1468,29,18,13,0,Optimal,1198540
1469,29,19,13,0,Optimal,1198540
1470,29,20,13,0,Optimal,1198540
1471,29,21,13,0,Optimal,1198540
1472,29,22,13,0,Optimal,1198540
1473,29,23,13,0,Optimal,1198540
1474,29,24,13,0,Optimal,1198540
1475,29,25,13,0,Optimal,1198540
1476,29,26,13,0,Optimal,1198540
1477,29,27,13,0,Optimal,1198540
1478,29,28,13,0,Optimal,1198540
1479,29,29,13,0,Optimal,1198540
1480,29,30,13,0,Optimal,1198540
1481,29,31,13,0,Optimal,1198540
1482,29,32,13,0,Optimal,1198540
1483,29,33,13,0,Optimal,1198540
1484,29,34,13,0,Optimal,1198540
1485,29,35,13,0,Optimal,1198540
1486,29,36,13,0,Optimal,1198540
1487,29,37,13,0,Optimal,1198540
1488,29,38,13,0,Optimal,1198540
1489,29,39,13,0,Optimal,1198540
1490,29,40,13,0,Optimal,1198540
1491,29,41,13,0,Optimal,1198540
1492,29,42,13,0,Optimal,1198540
1493,29,43,13,0,Optimal,1198540
1494,29,44,13,0,Optimal,1198540
1495,29,45,13,0,Optimal,1198540
1496,29,46,13,0,Optimal,1198540
1497,29,47,13,0,Optimal,1198540
1498,29,48,13,0,Optimal,1198540
1499,29,49,13,0,Optimal,1198540
1500,30,0,13,0,Optimal,1198540
1501,30,1,13,0,Optimal,1198540
1502,30,2,13,0,Optimal,1198540
1503,30,3,13,0,Optimal,1198540
1504,30,4,13,0,Optimal,1198540
1505,30,5,13,0,Optimal,1198540
1506,30,6,13,0,Optimal,1198540
1507,30,7,13,0,Optimal,1198540
1508,30,8,13,0,Optimal,1198540
1509,30,9,13,0,Optimal,1198540
1510,30,10,13,0,Optimal,1198540
1511,30,11,13,0,Optimal,1198540
1512,30,12,13,0,Optimal,1198540
1513,30,13,13,0,Optimal,1198540
1514,30,14,13,0,Optimal,1198540
1515,30,15,13,0,Optimal,1198540
1516,30,16,13,0,Optimal,1198540
1517,30,17,13,0,Optimal,1198540
1518,30,18,13,0,Optimal,1198540
1519,30,19,13,0,Optimal,1198540
1520,30,20,13,0,Optimal,1198540
1521,30,21,13,0,Optimal,1198540
1522,30,22,13,0,Optimal,1198540
1523,30,23,13,0,Optimal,1198540
1524,30,24,13,0,Optimal,1198540
1525,30,25,13,0,Optimal,1198540
1526,30,26,13,0,Optimal,1198540
1527,30,27,13,0,Optimal,1198540
1528,30,28,13,0,Optimal,1198540
1529,30,29,13,0,Optimal,1198540
1530,30,30,13,0,Optimal,1198540
1531,30,31,13,0,Optimal,1198540
1532,30,32,13,0,Optimal,1198540
1533,30,33,13,0,Optimal,1198540
1534,30,34,13,0,Optimal,1198540
1535,30,35,13,0,Optimal,1198540
1536,30,36,13,0,Optimal,1198540
1537,30,37,13,0,Optimal,1198540
1538,30,38,13,0,Optimal,1198540
1539,30,39,13,0,Optimal,1198540
1540,30,40,13,0,Optimal,1198540
1541,30,41,13,0,Optimal,1198540
1542,30,42,13,0,Optimal,1198540
1543,30,43,13,0,Optimal,1198540
1544,30,44,13,0,Optimal,1198540
1545,30,45,13,0,Optimal,1198540
1546,30,46,13,0,Optimal,1198540
1547,30,47,13,0,Optimal,1198540
1548,30,48,13,0,Optimal,1198540
1549,30,49,13,0,Optimal,1198540
1550,31,0,13,0,Optimal,1198540
1551,31,1,13,0,Optimal,1198540
1552,31,2,13,0,Optimal,1198540
1553,31,3,13,0,Optimal,1198540
1554,31,4,13,0,Optimal,1198540
1555,31,5,13,0,Optimal,1198540
1556,31,6,13,0,Optimal,1198540
1557,31,7,13,0,Optimal,1198540
1558,31,8,13,0,Optimal,1198540
1559,31,9,13,0,Optimal,1198540
1560,31,10,13,0,Optimal,1198540
1561,31,11,13,0,Optimal,1198540
1562,31,12,13,0,Optimal,1198540
1563,31,13,13,0,Optimal,1198540
1564,31,14,13,0,Optimal,1198540
1565,31,15,13,0,Optimal,1198540
1566,31,16,13,0,Optimal,1198540
1567,31,17,13,0,Optimal,1198540
1568,31,18,13,0,Optimal,1198540
1569,31,19,13,0,Optimal,1198540
1570,31,20,13,0,Optimal,1198540
1571,31,21,13,0,Optimal,1198540
1572,31,22,13,0,Optimal,1198540
1573,31,23,13,0,Optimal,1198540
1574,31,24,13,0,Optimal,1198540
1575,31,25,13,0,Optimal,1198540
1576,31,26,13,0,Optimal,1198540
1577,31,27,13,0,Optimal,1198540
1578,31,28,13,0,Optimal,1198540
1579,31,29,13,0,Optimal,1198540
1580,31,30,13,0,Optimal,1198540
1581,31,31,13,0,Optimal,1198540
1582,31,32,13,0,Optimal,1198540
1583,31,33,13,0,Optimal,1198540
1584,31,34,13,0,Optimal,1198540
1585,31,35,13,0,Optimal,1198540
1586,31,36,13,0,Optimal,1198540
1587,31,37,13,0,Optimal,1198540
1588,31,38,13,0,Optimal,1198540
1589,31,39,13,0,Optimal,1198540
1590,31,40,13,0,Optimal,1198540
1591,31,41,13,0,Optimal,1198540
1592,31,42,13,0,Optimal,1198540
1593,31,43,13,0,Optimal,1198540
1594,31,44,13,0,Optimal,1198540
1595,31,45,13,0,Optimal,1198540
1596,31,46,13,0,Optimal,1198540
1597,31,47,13,0,Optimal,1198540
1598,31,48,13,0,Optimal,1198540
1599,31,49,13,0,Optimal,1198540
1600,32,0,13,0,Optimal,1198540
1601,32,1,13,0,Optimal,1198540
1602,32,2,13,0,Optimal,1198540
1603,32,3,13,0,Optimal,1198540
1604,32,4,13,0,Optimal,1198540
1605,32,5,13,0,Optimal,1198540
1606,32,6,13,0,Optimal,1198540
1607,32,7,13,0,Optimal,1198540
1608,32,8,13,0,Optimal,1198540
1609,32,9,13,0,Optimal,1198540
1610,32,10,13,0,Optimal,1198540
1611,32,11,13,0,Optimal,1198540
1612,32,12,13,0,Optimal,1198540
1613,32,13,13,0,Optimal,1198540
1614,32,14,13,0,Optimal,1198540
1615,32,15,13,0,Optimal,1198540
1616,32,16,13,0,Optimal,1198540
1617,32,17,13,0,Optimal,1198540
1618,32,18,13,0,Optimal,1198540
1619,32,19,13,0,Optimal,1198540
1620,32,20,13,0,Optimal,1198540
1621,32,21,13,0,Optimal,1198540
1622,32,22,13,0,Optimal,1198540
1623,32,23,13,0,Optimal,1198540
1624,32,24,13,0,Optimal,1198540
1625,32,25,13,0,Optimal,1198540
1626,32,26,13,0,Optimal,1198540
1627,32,27,13,0,Optimal,1198540
1628,32,28,13,0,Optimal,1198540
1629,32,29,13,0,Optimal,1198540
1630,32,30,13,0,Optimal,1198540
1631,32,31,13,0,Optimal,1198540
1632,32,32,13,0,Optimal,1198540
1633,32,33,13,0,Optimal,1198540
1634,32,34,13,0,Optimal,1198540
1635,32,35,13,0,Optimal,1198540
1636,32,36,13,0,Optimal,1198540
1637,32,37,13,0,Optimal,1198540
1638,32,38,13,0,Optimal,1198540
1639,32,39,13,0,Optimal,1198540
1640,32,40,13,0,Optimal,1198540
1641,32,41,13,0,Optimal,1198540
1642,32,42,13,0,Optimal,1198540
1643,32,43,13,0,Optimal,1198540
1644,32,44,13,0,Optimal,1198540
1645,32,45,13,0,Optimal,1198540
1646,32,46,13,0,Optimal,1198540
1647,32,47,13,0,Optimal,1198540
1648,32,48,13,0,Optimal,1198540
1649,32,49,13,0,Optimal,1198540
1650,33,0,13,0,Optimal,1198540
1651,33,1,13,0,Optimal,1198540
1652,33,2,13,0,Optimal,1198540
1653,33,3,13,0,Optimal,1198540
1654,33,4,13,0,Optimal,1198540
1655,33,5,13,0,Optimal,1198540
1656,33,6,13,0,Optimal,1198540
1657,33,7,13,0,Optimal,1198540
1658,33,8,13,0,Optimal,1198540
1659,33,9,13,0,Optimal,1198540
1660,33,10,13,0,Optimal,1198540
1661,33,11,13,0,Optimal,1198540
1662,33,12,13,0,Optimal,1198540
1663,33,13,13,0,Optimal,1198540
1664,33,14,13,0,Optimal,1198540
1665,33,15,13,0,Optimal,1198540
1666,33,16,13,0,Optimal,1198540
1667,33,17,13,0,Optimal,1198540
1668,33,18,13,0,Optimal,1198540
1669,33,19,13,0,Optimal,1198540
1670,33,20,13,0,Optimal,1198540
1671,33,21,13,0,Optimal,1198540
1672,33,22,13,0,Optimal,1198540
1673,33,23,13,0,Optimal,1198540
1674,33,24,13,0,Optimal,1198540
1675,33,25,13,0,Optimal,1198540
1676,33,26,13,0,Optimal,1198540
1677,33,27,13,0,Optimal,1198540
1678,33,28,13,0,Optimal,1198540
1679,33,29,13,0,Optimal,1198540
1680,33,30,13,0,Optimal,1198540
1681,33,31,13,0,Optimal,1198540
1682,33,32,13,0,Optimal,1198540
1683,33,33,13,0,Optimal,1198540
1684,33,34,13,0,Optimal,1198540
1685,33,35,13,0,Optimal,1198540
1686,33,36,13,0,Optimal,1198540
1687,33,37,13,0,Optimal,1198540
1688,33,38,13,0,Optimal,1198540
1689,33,39,13,0,Optimal,1198540
1690,33,40,13,0,Optimal,1198540
1691,33,41,13,0,Optimal,1198540
1692,33,42,13,0,Optimal,1198540
1693,33,43,13,0,Optimal,1198540
1694,33,44,13,0,Optimal,1198540
1695,33,45,13,0,Optimal,1198540
1696,33,46,13,0,Optimal,1198540
1697,33,47,13,0,Optimal,1198540
1698,33,48,13,0,Optimal,1198540
1699,33,49,13,0,Optimal,1198540
1700,34,0,13,0,Optimal,1198540
1701,34,1,13,0,Optimal,1198540
1702,34,2,13,0,Optimal,1198540
1703,34,3,13,0,Optimal,1198540
1704,34,4,13,0,Optimal,1198540
1705,34,5,13,0,Optimal,1198540
1706,34,6,13,0,Optimal,1198540
1707,34,7,13,0,Optimal,1198540
1708,34,8,13,0,Optimal,1198540
1709,34,9,13,0,Optimal,1198540
1710,34,10,13,0,Optimal,1198540
1711,34,11,13,0,Optimal,1198540
1712,34,12,13,0,Optimal,1198540
1713,34,13,13,0,Optimal,1198540
1714,34,14,13,0,Optimal,1198540
1715,34,15,13,0,Optimal,1198540
1716,34,16,13,0,Optimal,1198540
1717,34,17,13,0,Optimal,1198540
1718,34,18,13,0,Optimal,1198540
1719,34,19,13,0,Optimal,1198540
1720,34,20,13,0,Optimal,1198540
1721,34,21,13,0,Optimal,1198540
1722,34,22,13,0,Optimal,1198540
1723,34,23,13,0,Optimal,1198540
1724,34,24,13,0,Optimal,1198540
1725,34,25,13,0,Optimal,1198540
1726,34,26,13,0,Optimal,1198540
1727,34,27,13,0,Optimal,1198540
1728,34,28,13,0,Optimal,1198540
1729,34,29,13,0,Optimal,1198540
1730,34,30,13,0,Optimal,1198540
1731,34,31,13,0,Optimal,1198540
1732,34,32,13,0,Optimal,1198540
1733,34,33,13,0,Optimal,1198540
1734,34,34,13,0,Optimal,1198540
1735,34,35,13,0,Optimal,1198540
1736,34,36,13,0,Optimal,1198540
1737,34,37,13,0,Optimal,1198540
1738,34,38,13,0,Optimal,1198540
1739,34,39,13,0,Optimal,1198540
1740,34,40,13,0,Optimal,1198540
1741,34,41,13,0,Optimal,1198540
1742,34,42,13,0,Optimal,1198540
1743,34,43,13,0,Optimal,1198540
1744,34,44,13,0,Optimal,1198540
1745,34,45,13,0,Optimal,1198540
1746,34,46,13,0,Optimal,1198540
1747,34,47,13,0,Optimal,1198540
1748,34,48,13,0,Optimal,1198540
1749,34,49,13,0,Optimal,1198540
1750,35,0,13,0,Optimal,1198540
1751,35,1,13,0,Optimal,1198540
1752,35,2,13,0,Optimal,1198540
1753,35,3,13,0,Optimal,1198540
1754,35,4,13,0,Optimal,1198540
1755,35,5,13,0,Optimal,1198540
1756,35,6,13,0,Optimal,1198540
1757,35,7,13,0,Optimal,1198540
1758,35,8,13,0,Optimal,1198540
1759,35,9,13,0,Optimal,1198540
1760,35,10,13,0,Optimal,1198540
1761,35,11,13,0,Optimal,1198540
1762,35,12,13,0,Optimal,1198540
1763,35,13,13,0,Optimal,1198540
1764,35,14,13,0,Optimal,1198540
1765,35,15,13,0,Optimal,1198540
1766,35,16,13,0,Optimal,1198540
1767,35,17,13,0,Optimal,1198540
1768,35,18,13,0,Optimal,1198540
1769,35,19,13,0,Optimal,1198540
1770,35,20,13,0,Optimal,1198540
1771,35,21,13,0,Optimal,1198540
1772,35,22,13,0,Optimal,1198540
1773,35,23,13,0,Optimal,1198540
1774,35,24,13,0,Optimal,1198540
1775,35,25,13,0,Optimal,1198540
1776,35,26,13,0,Optimal,1198540
1777,35,27,13,0,Optimal,1198540
1778,35,28,13,0,Optimal,1198540
1779,35,29,13,0,Optimal,1198540
1780,35,30,13,0,Optimal,1198540
1781,35,31,13,0,Optimal,1198540
1782,35,32,13,0,Optimal,1198540
1783,35,33,13,0,Optimal,1198540
1784,35,34,13,0,Optimal,1198540
1785,35,35,13,0,Optimal,1198540
1786,35,36,13,0,Optimal,1198540
1787,35,37,13,0,Optimal,1198540
1788,35,38,13,0,Optimal,1198540
1789,35,39,13,0,Optimal,1198540
1790,35,40,13,0,Optimal,1198540
1791,35,41,13,0,Optimal,1198540
1792,35,42,13,0,Optimal,1198540
1793,35,43,13,0,Optimal,1198540
1794,35,44,13,0,Optimal,1198540
1795,35,45,13,0,Optimal,1198540
1796,35,46,13,0,Optimal,1198540
1797,35,47,13,0,Optimal,1198540
1798,35,48,13,0,Optimal,1198540
1799,35,49,13,0,Optimal,1198540
1800,36,0,13,0,Optimal,1198540
1801,36,1,13,0,Optimal,1198540
1802,36,2,13,0,Optimal,1198540
1803,36,3,13,0,Optimal,1198540
1804,36,4,13,0,Optimal,1198540
1805,36,5,13,0,Optimal,1198540
1806,36,6,13,0,Optimal,1198540
1807,36,7,13,0,Optimal,1198540
1808,36,8,13,0,Optimal,1198540
1809,36,9,13,0,Optimal,1198540
1810,36,10,13,0,Optimal,1198540
1811,36,11,13,0,Optimal,1198540
1812,36,12,13,0,Optimal,1198540
1813,36,13,13,0,Optimal,1198540
1814,36,14,13,0,Optimal,1198540
1815,36,15,13,0,Optimal,1198540
1816,36,16,13,0,Optimal,1198540
1817,36,17,13,0,Optimal,1198540
1818,36,18,13,0,Optimal,1198540
1819,36,19,13,0,Optimal,1198540
1820,36,20,13,0,Optimal,1198540
1821,36,21,13,0,Optimal,1198540
1822,36,22,13,0,Optimal,1198540
1823,36,23,13,0,Optimal,1198540
1824,36,24,13,0,Optimal,1198540
1825,36,25,13,0,Optimal,1198540
1826,36,26,13,0,Optimal,1198540
1827,36,27,13,0,Optimal,1198540
1828,36,28,13,0,Optimal,1198540
1829,36,29,13,0,Optimal,1198540
1830,36,30,13,0,Optimal,1198540
1831,36,31,13,0,Optimal,1198540
1832,36,32,13,0,Optimal,1198540
1833,36,33,13,0,Optimal,1198540
1834,36,34,13,0,Optimal,1198540
1835,36,35,13,0,Optimal,1198540
1836,36,36,13,0,Optimal,1198540
1837,36,37,13,0,Optimal,1198540
1838,36,38,13,0,Optimal,1198540
1839,36,39,13,0,Optimal,1198540
1840,36,40,13,0,Optimal,1198540
1841,36,41,13,0,Optimal,1198540
1842,36,42,13,0,Optimal,1198540
1843,36,43,13,0,Optimal,1198540
1844,36,44,13,0,Optimal,1198540
1845,36,45,13,0,Optimal,1198540
1846,36,46,13,0,Optimal,1198540
1847,36,47,13,0,Optimal,1198540
1848,36,48,13,0,Optimal,1198540
1849,36,49,13,0,Optimal,1198540
1850,37,0,13,0,Optimal,1198540
1851,37,1,13,0,Optimal,1198540
1852,37,2,13,0,Optimal,1198540
1853,37,3,13,0,Optimal,1198540
1854,37,4,13,0,Optimal,1198540
1855,37,5,13,0,Optimal,1198540
1856,37,6,13,0,Optimal,1198540
1857,37,7,13,0,Optimal,1198540
1858,37,8,13,0,Optimal,1198540
1859,37,9,13,0,Optimal,1198540
1860,37,10,13,0,Optimal,1198540
1861,37,11,13,0,Optimal,1198540
1862,37,12,13,0,Optimal,1198540
1863,37,13,13,0,Optimal,1198540
1864,37,14,13,0,Optimal,1198540
1865,37,15,13,0,Optimal,1198540
1866,37,16,13,0,Optimal,1198540
1867,37,17,13,0,Optimal,1198540
1868,37,18,13,0,Optimal,1198540
1869,37,19,13,0,Optimal,1198540
1870,37,20,13,0,Optimal,1198540
1871,37,21,13,0,Optimal,1198540
1872,37,22,13,0,Optimal,1198540
1873,37,23,13,0,Optimal,1198540
1874,37,24,13,0,Optimal,1198540
1875,37,25,13,0,Optimal,1198540
1876,37,26,13,0,Optimal,1198540
1877,37,27,13,0,Optimal,1198540
1878,37,28,13,0,Optimal,1198540
1879,37,29,13,0,Optimal,1198540
1880,37,30,13,0,Optimal,1198540
1881,37,31,13,0,Optimal,1198540
1882,37,32,13,0,Optimal,1198540
1883,37,33,13,0,Optimal,1198540
1884,37,34,13,0,Optimal,1198540
1885,37,35,13,0,Optimal,1198540
1886,37,36,13,0,Optimal,1198540
1887,37,37,13,0,Optimal,1198540
1888,37,38,13,0,Optimal,1198540
1889,37,39,13,0,Optimal,1198540
1890,37,40,13,0,Optimal,1198540
1891,37,41,13,0,Optimal,1198540
1892,37,42,13,0,Optimal,1198540
1893,37,43,13,0,Optimal,1198540
1894,37,44,13,0,Optimal,1198540
1895,37,45,13,0,Optimal,1198540
1896,37,46,13,0,Optimal,1198540
1897,37,47,13,0,Optimal,1198540
1898,37,48,13,0,Optimal,1198540
1899,37,49,13,0,Optimal,1198540
1900,38,0,13,0,Optimal,1198540
1901,38,1,13,0,Optimal,1198540
1902,38,2,13,0,Optimal,1198540
1903,38,3,13,0,Optimal,1198540
1904,38,4,13,0,Optimal,1198540
1905,38,5,13,0,Optimal,1198540
1906,38,6,13,0,Optimal,1198540
1907,38,7,13,0,Optimal,1198540
1908,38,8,13,0,Optimal,1198540
1909,38,9,13,0,Optimal,1198540
1910,38,10,13,0,Optimal,1198540
1911,38,11,13,0,Optimal,1198540
1912,38,12,13,0,Optimal,1198540
1913,38,13,13,0,Optimal,1198540
1914,38,14,13,0,Optimal,1198540
1915,38,15,13,0,Optimal,1198540
1916,38,16,13,0,Optimal,1198540
1917,38,17,13,0,Optimal,1198540
1918,38,18,13,0,Optimal,1198540
1919,38,19,13,0,Optimal,1198540
1920,38,20,13,0,Optimal,1198540
1921,38,21,13,0,Optimal,1198540
1922,38,22,13,0,Optimal,1198540
1923,38,23,13,0,Optimal,1198540
1924,38,24,13,0,Optimal,1198540
1925,38,25,13,0,Optimal,1198540
1926,38,26,13,0,Optimal,1198540
1927,38,27,13,0,Optimal,1198540
1928,38,28,13,0,Optimal,1198540
1929,38,29,13,0,Optimal,1198540
1930,38,30,13,0,Optimal,1198540
1931,38,31,13,0,Optimal,1198540
1932,38,32,13,0,Optimal,1198540
1933,38,33,13,0,Optimal,1198540
1934,38,34,13,0,Optimal,1198540
1935,38,35,13,0,Optimal,1198540
1936,38,36,13,0,Optimal,1198540
1937,38,37,13,0,Optimal,1198540
1938,38,38,13,0,Optimal,1198540
1939,38,39,13,0,Optimal,1198540
1940,38,40,13,0,Optimal,1198540
1941,38,41,13,0,Optimal,1198540
1942,38,42,13,0,Optimal,1198540
1943,38,43,13,0,Optimal,1198540
1944,38,44,13,0,Optimal,1198540
1945,38,45,13,0,Optimal,1198540
1946,38,46,13,0,Optimal,1198540
1947,38,47,13,0,Optimal,1198540
1948,38,48,13,0,Optimal,1198540
1949,38,49,13,0,Optimal,1198540
1950,39,0,13,0,Optimal,1198540
1951,39,1,13,0,Optimal,1198540
1952,39,2,13,0,Optimal,1198540
1953,39,3,13,0,Optimal,1198540
1954,39,4,13,0,Optimal,1198540
1955,39,5,13,0,Optimal,1198540
1956,39,6,13,0,Optimal,1198540
1957,39,7,13,0,Optimal,1198540
1958,39,8,13,0,Optimal,1198540
1959,39,9,13,0,Optimal,1198540
1960,39,10,13,0,Optimal,1198540
1961,39,11,13,0,Optimal,1198540
1962,39,12,13,0,Optimal,1198540
1963,39,13,13,0,Optimal,1198540
1964,39,14,13,0,Optimal,1198540
1965,39,15,13,0,Optimal,1198540
1966,39,16,13,0,Optimal,1198540
1967,39,17,13,0,Optimal,1198540
1968,39,18,13,0,Optimal,1198540
1969,39,19,13,0,Optimal,1198540
1970,39,20,13,0,Optimal,1198540
1971,39,21,13,0,Optimal,1198540
1972,39,22,13,0,Optimal,1198540
1973,39,23,13,0,Optimal,1198540
1974,39,24,13,0,Optimal,1198540
1975,39,25,13,0,Optimal,1198540
1976,39,26,13,0,Optimal,1198540
1977,39,27,13,0,Optimal,1198540
1978,39,28,13,0,Optimal,1198540
1979,39,29,13,0,Optimal,1198540
1980,39,30,13,0,Optimal,1198540
1981,39,31,13,0,Optimal,1198540
1982,39,32,13,0,Optimal,1198540
1983,39,33,13,0,Optimal,1198540
1984,39,34,13,0,Optimal,1198540
1985,39,35,13,0,Optimal,1198540
1986,39,36,13,0,Optimal,1198540
1987,39,37,13,0,Optimal,1198540
1988,39,38,13,0,Optimal,1198540
1989,39,39,13,0,Optimal,1198540
1990,39,40,13,0,Optimal,1198540
1991,39,41,13,0,Optimal,1198540
1992,39,42,13,0,Optimal,1198540
1993,39,43,13,0,Optimal,1198540
1994,39,44,13,0,Optimal,1198540
1995,39,45,13,0,Optimal,1198540
1996,39,46,13,0,Optimal,1198540
1997,39,47,13,0,Optimal,1198540
1998,39,48,13,0,Optimal,1198540
1999,39,49,13,0,Optimal,1198540
2000,40,0,13,0,Optimal,1198540
2001,40,1,13,0,Optimal,1198540
2002,40,2,13,0,Optimal,1198540
2003,40,3,13,0,Optimal,1198540
2004,40,4,13,0,Optimal,1198540
2005,40,5,13,0,Optimal,1198540
2006,40,6,13,0,Optimal,1198540
2007,40,7,13,0,Optimal,1198540
2008,40,8,13,0,Optimal,1198540
2009,40,9,13,0,Optimal,1198540
2010,40,10,13,0,Optimal,1198540
2011,40,11,13,0,Optimal,1198540
2012,40,12,13,0,Optimal,1198540
2013,40,13,13,0,Optimal,1198540
2014,40,14,13,0,Optimal,1198540
2015,40,15,13,0,Optimal,1198540
2016,40,16,13,0,Optimal,1198540
2017,40,17,13,0,Optimal,1198540
2018,40,18,13,0,Optimal,1198540
2019,40,19,13,0,Optimal,1198540
2020,40,20,13,0,Optimal,1198540
2021,40,21,13,0,Optimal,1198540
2022,40,22,13,0,Optimal,1198540
2023,40,23,13,0,Optimal,1198540
2024,40,24,13,0,Optimal,1198540
2025,40,25,13,0,Optimal,1198540
2026,40,26,13,0,Optimal,1198540
2027,40,27,13,0,Optimal,1198540
2028,40,28,13,0,Optimal,1198540
2029,40,29,13,0,Optimal,1198540
2030,40,30,13,0,Optimal,1198540
2031,40,31,13,0,Optimal,1198540
2032,40,32,13,0,Optimal,1198540
2033,40,33,13,0,Optimal,1198540
2034,40,34,13,0,Optimal,1198540
2035,40,35,13,0,Optimal,1198540
2036,40,36,13,0,Optimal,1198540
2037,40,37,13,0,Optimal,1198540
2038,40,38,13,0,Optimal,1198540
2039,40,39,13,0,Optimal,1198540
2040,40,40,13,0,Optimal,1198540
2041,40,41,13,0,Optimal,1198540
2042,40,42,13,0,Optimal,1198540
2043,40,43,13,0,Optimal,1198540
2044,40,44,13,0,Optimal,1198540
2045,40,45,13,0,Optimal,1198540
2046,40,46,13,0,Optimal,1198540
2047,40,47,13,0,Optimal,1198540
2048,40,48,13,0,Optimal,1198540
2049,40,49,13,0,Optimal,1198540
2050,41,0,13,0,Optimal,1198540
2051,41,1,13,0,Optimal,1198540
2052,41,2,13,0,Optimal,1198540
2053,41,3,13,0,Optimal,1198540
2054,41,4,13,0,Optimal,1198540
2055,41,5,13,0,Optimal,1198540
2056,41,6,13,0,Optimal,1198540
2057,41,7,13,0,Optimal,1198540
2058,41,8,13,0,Optimal,1198540
2059,41,9,13,0,Optimal,1198540
2060,41,10,13,0,Optimal,1198540
2061,41,11,13,0,Optimal,1198540
2062,41,12,13,0,Optimal,1198540
2063,41,13,13,0,Optimal,1198540
2064,41,14,13,0,Optimal,1198540
2065,41,15,13,0,Optimal,1198540
2066,41,16,13,0,Optimal,1198540
2067,41,17,13,0,Optimal,1198540
2068,41,18,13,0,Optimal,1198540
2069,41,19,13,0,Optimal,1198540
2070,41,20,13,0,Optimal,1198540
2071,41,21,13,0,Optimal,1198540
2072,41,22,13,0,Optimal,1198540
2073,41,23,13,0,Optimal,1198540
2074,41,24,13,0,Optimal,1198540
2075,41,25,13,0,Optimal,1198540
2076,41,26,13,0,Optimal,1198540
2077,41,27,13,0,Optimal,1198540
2078,41,28,13,0,Optimal,1198540
2079,41,29,13,0,Optimal,1198540
2080,41,30,13,0,Optimal,1198540
2081,41,31,13,0,Optimal,1198540
2082,41,32,13,0,Optimal,1198540
2083,41,33,13,0,Optimal,1198540
2084,41,34,13,0,Optimal,1198540
2085,41,35,13,0,Optimal,1198540
2086,41,36,13,0,Optimal,1198540
2087,41,37,13,0,Optimal,1198540
2088,41,38,13,0,Optimal,1198540
2089,41,39,13,0,Optimal,1198540
2090,41,40,13,0,Optimal,1198540
2091,41,41,13,0,Optimal,1198540
2092,41,42,13,0,Optimal,1198540
2093,41,43,13,0,Optimal,1198540
2094,41,44,13,0,Optimal,1198540
2095,41,45,13,0,Optimal,1198540
2096,41,46,13,0,Optimal,1198540
2097,41,47,13,0,Optimal,1198540
2098,41,48,13,0,Optimal,1198540
2099,41,49,13,0,Optimal,1198540
2100,42,0,13,0,Optimal,1198540
2101,42,1,13,0,Optimal,1198540
2102,42,2,13,0,Optimal,1198540
2103,42,3,13,0,Optimal,1198540
2104,42,4,13,0,Optimal,1198540
2105,42,5,13,0,Optimal,1198540
2106,42,6,13,0,Optimal,1198540
2107,42,7,13,0,Optimal,1198540
2108,42,8,13,0,Optimal,1198540
2109,42,9,13,0,Optimal,1198540
2110,42,10,13,0,Optimal,1198540
2111,42,11,13,0,Optimal,1198540
2112,42,12,13,0,Optimal,1198540
2113,42,13,13,0,Optimal,1198540
2114,42,14,13,0,Optimal,1198540
2115,42,15,13,0,Optimal,1198540
2116,42,16,13,0,Optimal,1198540
2117,42,17,13,0,Optimal,1198540
2118,42,18,13,0,Optimal,1198540
2119,42,19,13,0,Optimal,1198540
2120,42,20,13,0,Optimal,1198540
2121,42,21,13,0,Optimal,1198540
2122,42,22,13,0,Optimal,1198540
2123,42,23,13,0,Optimal,1198540
2124,42,24,13,0,Optimal,1198540
2125,42,25,13,0,Optimal,1198540
2126,42,26,13,0,Optimal,1198540
2127,42,27,13,0,Optimal,1198540
